barycenter_x,barycenter_y,bow_x,bow_y,bow_z,left_shoulder_positions_x,left_shoulder_positions_y,right_shoulder_positions_x,right_shoulder_positions_y,left_elbow_positions_x,left_elbow_positions_y,right_elbow_positions_x,right_elbow_positions_y,left_wrist_positions_x,left_wrist_positions_y,right_wrist_positions_x,right_wrist_positions_y
0,0,0,0,0,-5,0,5,0,-15.0,-5.0,-5.0,5.0,-25.0,-5.0,-15.0,5.0
-0.3495369711872266,0.012264372471681606,-0.3963705781331003,-0.14566308314955456,0.7524185997760546,-5,0,5,0,-14.868976514933031,-6.613475301236524,9.373524694034035,-3.992901742523072,-18.408832338323208,-19.839245780117594,21.45295928004416,16.371021542904963
0.20609820359956754,0.036955258737845366,-0.6105725422837931,-0.7979552991566463,0.23580684584788147,-5,0,5,0,-12.183133256225336,-11.957197469046683,11.533050835108295,12.570947548747833,-10.84375844808477,-24.12721849094734,24.9998721541797,5.071510953477749
0.3754389767909244,0.07439564944945704,-0.9177757976768143,-0.7594258388163253,0.21051734202800093,-5,0,5,0,-14.075837057979125,-9.198711909266079,-4.87737195422601,6.561256954466314,5.80269203345626,-21.831572856697044,-8.375050776175675,19.869701299445204
0.2218334186615786,0.12506680931946526,-0.96041182333343,-1.0627542620097856,0.6319034510059862,-5,0,5,0,-11.713614166549872,-12.411301155849817,8.90320799344024,-4.206789199278118,14.995023617989997,-4.553871637281122,19.186902679702186,-9.09722640651908
0.22344022865007937,0.18960443597385518,-0.9373142186062582,-1.2285241831660267,0.3453374322766249,-5,0,5,0,-7.2176890106988285,-14.750992536753664,10.391053393269392,13.422383469714411,-10.872924889748049,14.118283218934117,14.532655032981816,-12.582050165500224
0.008911149701840954,0.26879357886000144,-1.0849656630622893,-1.5695963673103943,0.3497447171354667,-5,0,5,0,-3.657931912377781,-14.909533452599373,-4.772373328346832,2.8785100680381586,-18.041248604360618,-20.16330553801717,21.1209245974128,16.83705158071599
-0.4239826223756573,0.36356235253298436,-1.3383216466141556,-2.3106123267255425,0.6261069331756555,-5,0,5,0,-10.527757134674758,-13.333300730206028,11.380124380272662,-2.700260573009875,3.4242216494290147,-23.139252729958073,6.643413715408744,-14.93236542310035
-0.13975502898319303,0.47497448679529597,-0.6740459959196077,-2.648750425151553,1.0349413041351199,-5,0,5,0,-13.10447049991447,-10.85811897421144,1.5462137349003595,14.384634272842447,5.882388391909997,-21.780155627634166,21.86491147803303,-5.7505702564147665
-0.30647890156354196,0.6042207640406186,-0.9360697420948617,-2.923961051220569,0.6754012375142955,-5,0,5,0,-10.445935790747273,-13.387000856269056,-4.082944358045362,0.8166853108268404,11.273182102434106,6.626845843177689,-3.511751976670576,23.09834462838092
-0.949610284444292,0.7526094016962603,-1.4736592551094247,-3.300288405273695,0.6606151033394859,-5,0,5,0,-7.512467717640714,-14.679230649582294,7.86493373796112,-4.5808222338738815,-5.139781772445479,14.999511520436993,18.3311558937472,-9.90906712496155
-0.6301597003564909,0.9215554448217038,-1.2902500630826763,-2.1910058582324474,-0.2881496589053322,-5,0,5,0,-8.043436265132119,-14.525623113480748,14.873624600063813,6.5847830315266185,-24.514196075819385,-0.6186587082863229,-9.349087905320069,-8.932109541824502
-0.9268612561154459,1.1125692406553895,-1.6370664465472207,-2.2737848826658396,-0.7310853487830761,-5,0,5,0,-9.635110734632832,-13.86091126677677,-1.5262744744574208,12.576789655523342,-19.680842447966725,-18.582078817985792,2.999893070413097,-14.89973799501437
-1.220185736528976,1.3272440731639268,-2.2359197596750677,-2.560677264728251,-0.284595073334172,-5,0,5,0,-11.322569875489705,-12.747587377342064,6.339663346255744,-4.909858834448595,0.7123327357960019,-24.16687910734435,8.559145080050369,24.680764372837587
-1.4635275195484982,1.5672430413961287,-2.160385968546753,-2.6154048254573454,0.2200846735893105,-5,0,5,0,-12.935616124278608,-11.084899072958347,8.889180519850367,14.21272353237719,6.3582840048972695,-21.461755206055486,19.079666681747064,19.20432983744399
-1.2250738930302298,1.834285270640676,-2.1816835209605556,-1.919806220894779,0.1051725941315653,-5,0,5,0,-13.651809383570834,-10.014598128499998,-4.933858551808131,3.851760359215698,4.9159901273704705,-22.368740305327023,-13.348767058914518,12.957559136927193
-0.7027932011618897,2.130131549996524,-2.0416406200027937,-1.520857210805332,0.7115428451132134,-5,0,5,0,-14.801193619834528,-6.984087605554491,6.8020925023603915,-4.836282967307135,10.349133361559497,-17.82201641899827,24.999615610076752,4.876002221091148
-0.5990258231624241,2.456569493958901,-2.500319130121897,-1.7885734746166646,0.6317194267991608,-5,0,5,0,-14.933860393636563,-6.1482237063128595,13.95798482918207,9.444604346861919,10.021288989169204,-18.20457788434996,-8.31860622348394,-9.920279094701105
-0.5466680265779861,2.8153983289744815,-2.6999622923746474,-0.6216089014008992,1.245209916713386,-5,0,5,0,-13.766642897413398,-9.811026118119837,-1.856072902418532,12.2797159530247,14.120558481264457,0.8655130521162224,-1.0019837317328681,-14.078160060236783
